Time_us,Ticks,PWM
2063852,2144,800
2065602,2149,800
2067346,2153,800
2069089,2158,800
2070830,2162,800
2072577,2167,800
2074319,2171,800
2076063,2176,800
2077808,2180,800
2079557,2185,800
2081298,2189,800
2083043,2194,800
2084783,2199,800
2086534,2203,800
2088274,2208,800
2090018,2213,800
2091760,2217,800
2093511,2222,800
2095251,2227,800
2096995,2231,800
2098739,2236,800
2100490,2241,800
2102231,2246,800
2103974,2250,800
2105719,2255,800
2107467,2260,800
2109212,2265,800
2110955,2270,800
2112700,2274,800
2114448,2279,800
2116193,2284,800
2117937,2289,800
2119677,2294,800
2121423,2299,800
2123164,2303,800
2124908,2308,800
2126650,2313,800
2128394,2318,800
2130134,2323,800
2131878,2328,800
2133621,2333,800
2135367,2338,800
2137108,2343,800
2138852,2348,800
2140597,2353,800
2142345,2357,800
2144085,2362,800
2145829,2367,800
2147574,2372,800
2149319,2377,800
2151059,2382,800
2152803,2387,800
2154547,2392,800
2156291,2397,800
2158031,2402,800
2159777,2407,800
2161527,2412,800
2163270,2417,800
2165011,2422,800
2166758,2427,800
2168507,2432,800
2170251,2437,800
2171991,2442,800
2173739,2447,800
2175487,2452,800
2177231,2457,800
2178972,2462,800
2180719,2467,800
2182464,2472,800
2184212,2477,800
2185952,2482,800
2187700,2487,800
2189441,2492,800
2191189,2497,800
2192929,2502,800
2194673,2507,800
2196416,2512,800
2198160,2517,800
2199900,2522,800
2201645,2527,800
2203387,2533,800
2205131,2537,800
2206871,2543,800
2208620,2548,800
2210364,2553,800
2212108,2558,800
2213848,2563,800
2215597,2568,800
2217343,2573,800
2219086,2578,800
2220827,2583,800
2222574,2588,800
2224316,2593,800
2226060,2598,800
2227802,2603,800
2229551,2608,800
2231291,2613,800
2233035,2618,800
2234778,2623,800
2236530,2628,800
2238270,2633,800
2240014,2638,800
2241758,2643,800
2243508,2648,800
2245248,2653,800
2246992,2659,800
2248736,2664,800
2250489,2669,800
2252229,2674,800
2253973,2679,800
2255718,2684,800
2257466,2689,800
2259212,2694,800
2260955,2699,800
2262700,2704,800
2264448,2709,800
2266193,2714,800
2267937,2719,800
2269677,2724,800
2271423,2729,800
2273163,2734,800
2274907,2739,800
2276650,2744,800
2278393,2749,800
2280134,2755,800
2281878,2760,800
2283621,2765,800
2285367,2770,800
2287108,2775,800
2288852,2780,800
2290597,2785,800
2292345,2790,800
2294085,2795,800
2295829,2800,800
2297574,2805,800
2299319,2810,800
2301059,2815,800
2302803,2820,800
2304547,2825,800
2306291,2831,800
2308032,2836,800
2309778,2841,800
2311527,2846,800
2313270,2851,800
2315011,2856,800
2316758,2861,800
2318507,2866,800
