Time_us,Ticks,PWM
1068210,752,400
1069949,754,400
1071692,757,400
1073431,759,400
1075179,762,400
1076918,764,400
1078661,767,400
1080402,769,400
1082145,772,400
1083884,774,400
1085628,777,400
1087368,779,400
1089111,782,400
1090850,784,400
1092597,787,400
1094339,789,400
1096082,792,400
1097822,794,400
1099568,797,400
1101309,799,400
1103053,802,400
1104796,804,400
1106543,807,400
1108282,809,400
1110026,812,400
1111767,814,400
1113515,817,400
1115254,819,400
1116997,822,400
1118741,824,400
1120491,827,400
1122230,829,400
1123973,832,400
1125712,834,400
1127460,837,400
1129203,839,400
1130946,842,400
1132686,844,400
1134429,847,400
1136172,849,400
1137915,852,400
1139657,854,400
1141402,857,400
1143141,859,400
1144884,862,400
1146624,864,400
1148368,867,400
1150108,869,400
1151850,872,400
1153595,874,400
1155343,877,400
1157083,879,400
1158826,882,400
1160568,884,400
1162312,887,400
1164053,889,400
1165798,892,400
1167540,894,400
1169283,897,400
1171023,899,400
1172768,902,400
1174512,904,400
1176255,907,400
1177994,909,400
1179742,912,400
1181489,914,400
1183232,917,400
1184972,919,400
1186719,922,400
1188463,924,400
1190210,927,400
1191950,929,400
1193697,932,400
1195436,934,400
1197182,937,400
1198922,940,400
1200665,942,400
1202409,945,400
1204152,947,400
1205891,950,400
1207634,952,400
1209375,955,400
1211118,957,400
1212857,960,400
1214604,962,400
1216349,965,400
1218092,967,400
1219832,970,400
1221576,972,400
1223317,975,400
1225060,977,400
1226801,980,400
1228549,982,400
1230288,985,400
1232031,987,400
1233773,990,400
1235524,992,400
1237263,995,400
1239006,997,400
1240750,1000,400
1242499,1002,400
1244239,1005,400
1245983,1007,400
1247727,1010,400
1249475,1012,400
1251220,1015,400
1252964,1017,400
1254706,1020,400
1256458,1022,400
1258203,1025,400
1259947,1027,400
1261687,1030,400
1263431,1032,400
1265174,1035,400
1266918,1037,400
1268659,1040,400
1270407,1042,400
1272147,1045,400
1273891,1047,400
1275631,1050,400
1277376,1052,400
1279117,1055,400
1280860,1057,400
1282605,1060,400
1284354,1063,400
1286094,1065,400
1287838,1068,400
1289579,1070,400
1291325,1073,400
1293066,1075,400
1294810,1078,400
1296555,1080,400
1298299,1083,400
1300040,1085,400
1301784,1088,400
1303531,1090,400
1305275,1093,400
1307015,1095,400
1308761,1098,400
1310508,1100,400
1312251,1103,400
1313992,1105,400
1315740,1108,400
1317488,1110,400
1319232,1113,400
1320972,1115,400
1322720,1118,400
1324464,1120,400
1326212,1123,400
1327953,1125,400
1329700,1128,400
1331441,1130,400
1333189,1133,400
1334929,1135,400
1336673,1138,400
1338416,1140,400
1340160,1143,400
1341900,1145,400
1343645,1148,400
1345388,1150,400
1347131,1153,400
1348872,1155,400
1350620,1158,400
1352365,1160,400
1354109,1163,400
1355849,1165,400
1357598,1168,400
1359343,1170,400
1361087,1173,400
1362827,1175,400
1364574,1178,400
1366316,1180,400
1368060,1183,400
1369802,1185,400
1371551,1188,400
1373291,1190,400
1375035,1193,400
1376777,1195,400
1378529,1198,400
1380269,1200,400
1382013,1203,400
1383758,1206,400
1385506,1208,400
1387246,1210,400
1388990,1213,400
1390734,1216,400
1392486,1218,400
1394227,1221,400
1395970,1223,400
1397713,1225,400
1399461,1228,400
1401206,1231,400
1402950,1233,400
1404690,1236,400
1406434,1238,400
1408178,1241,400
1409922,1243,400
1411663,1246,400
1413410,1248,400
1415150,1251,400
1416894,1253,400
1418634,1256,400
1420381,1258,400
1422121,1261,400
1423865,1263,400
1425611,1266,400
1427357,1268,400
1429097,1271,400
1430841,1273,400
1432583,1276,400
1434330,1278,400
1436073,1281,400
1437816,1283,400
1439562,1286,400
1441307,1288,400
1443049,1291,400
1444797,1293,400
1446541,1296,400
1448285,1298,400
1450025,1301,400
1451768,1303,400
1453513,1306,400
1455257,1308,400
1456997,1311,400
1458745,1313,400
1460493,1316,400
1462237,1318,400
1463978,1321,400
1465726,1323,400
1467470,1326,400
1469218,1328,400
1470958,1331,400
1472704,1333,400
1474453,1336,400
1476201,1338,400
1477941,1341,400
1479685,1343,400
1481426,1346,400
1483173,1348,400
1484913,1351,400
1486658,1353,400
1488399,1356,400
1490143,1358,400
1491883,1361,400
1493627,1363,400
1495368,1366,400
1497112,1368,400
1498852,1371,400
1500603,1373,400
1502347,1376,400
1504090,1378,400
1505831,1381,400
1507578,1383,400
1509320,1386,400
1511064,1388,400
1512809,1391,400
1514558,1394,400
1516298,1396,400
1518043,1399,400
1519783,1401,400
1521534,1404,400
1523274,1406,400
1525018,1409,400
1526762,1411,400
1528508,1414,400
1530249,1416,400
1531993,1419,400
1533737,1421,400
1535490,1424,400
1537230,1426,400
1538974,1429,400
1540718,1431,400
1542466,1434,400
1544210,1436,400
1545954,1439,400
1547698,1441,400
1549443,1444,400
1551187,1446,400
1552933,1449,400
1554674,1451,400
1556422,1454,400
1558163,1456,400
1559907,1459,400
1561649,1461,400
1563392,1464,400
1565133,1466,400
1566876,1469,400
1568621,1472,400
1570368,1474,400
1572108,1477,400
1573852,1479,400
1575597,1482,400
1577346,1484,400
1579086,1487,400
1580830,1489,400
1582574,1492,400
1584319,1494,400
1586060,1497,400
1587803,1499,400
1589547,1502,400
1591291,1504,400
1593032,1507,400
1594777,1509,400
1596526,1512,400
1598270,1514,400
1600010,1517,400
1601758,1519,400
1603501,1522,400
1605245,1524,400
1606985,1527,400
1608733,1529,400
1610481,1532,400
1612225,1534,400
1613965,1537,400
1615711,1539,400
1617459,1542,400
1619207,1544,400
1620947,1547,400
1622691,1549,400
1624431,1552,400
1626180,1554,400
1627920,1557,400
1629664,1559,400
1631407,1562,400
1633151,1564,400
1634891,1567,400
1636635,1569,400
1638376,1572,400
1640120,1574,400
1641861,1577,400
1643611,1579,400
1645354,1582,400
1647097,1584,400
1648838,1587,400
1650583,1589,400
1652325,1592,400
1654070,1594,400
1655810,1597,400
1657559,1599,400
1659299,1602,400
1661044,1604,400
1662788,1607,400
1664536,1609,400
1666276,1612,400
1668020,1614,400
1669763,1617,400
1671511,1619,400
1673251,1622,400
1674995,1624,400
1676739,1627,400
1678491,1629,400
1680231,1632,400
1681975,1634,400
1683720,1637,400
1685467,1639,400
1687212,1642,400
1688956,1644,400
1690700,1647,400
1692449,1649,400
1694194,1652,400
1695938,1654,400
1697678,1657,400
1699424,1659,400
1701164,1662,400
1702908,1664,400
1704650,1667,400
1706394,1669,400
1708134,1672,400
1709878,1674,400
1711621,1677,400
1713368,1679,400
1715109,1682,400
1716852,1684,400
1718597,1687,400
1720346,1689,400
1722086,1692,400
1723830,1694,400
1725574,1697,400
1727319,1699,400
1729060,1702,400
1730803,1704,400
1732547,1707,400
1734291,1709,400
1736032,1712,400
1737778,1714,400
1739526,1717,400
1741270,1719,400
1743010,1722,400
1744758,1724,400
1746501,1727,400
1748245,1729,400
1749985,1732,400
1751733,1735,400
1753481,1737,400
1755225,1740,400
1756965,1742,400
1758711,1745,400
1760459,1747,400
1762207,1750,400
1763947,1752,400
1765691,1755,400
1767431,1757,400
1769179,1760,400
1770920,1762,400
1772664,1765,400
1774407,1767,400
1776151,1770,400
1777891,1772,400
1779635,1775,400
1781376,1777,400
1783120,1780,400
1784860,1782,400
1786611,1785,400
1788354,1787,400
1790097,1790,400
1791838,1792,400
1793583,1795,400
1795325,1797,400
1797070,1800,400
1798810,1802,400
1800559,1805,400
1802300,1807,400
1804045,1810,400
1805789,1812,400
1807536,1815,400
1809276,1817,400
1811020,1820,400
1812763,1822,400
1814511,1825,400
1816251,1827,400
1817995,1830,400
1819739,1832,400
1821491,1835,400
1823231,1837,400
1824975,1840,400
1826720,1842,400
1828467,1845,400
1830212,1847,400
1831956,1850,400
1833700,1852,400
1835449,1855,400
1837193,1857,400
1838937,1860,400
1840677,1862,400
1842424,1865,400
1844164,1867,400
1845908,1870,400
1847650,1872,400
1849394,1875,400
1851134,1878,400
1852878,1880,400
1854621,1883,400
1856368,1885,400
1858108,1888,400
1859852,1890,400
1861597,1893,400
1863346,1895,400
1865086,1898,400
1866830,1900,400
1868574,1903,400
1870319,1905,400
1872060,1908,400
1873803,1910,400
1875547,1913,400
1877291,1915,400
1879032,1918,400
1880778,1920,400
1882526,1923,400
1884270,1925,400
1886010,1928,400
1887758,1930,400
1889501,1933,400
1891245,1935,400
1892985,1938,400
1894733,1940,400
1896481,1943,400
1898225,1945,400
1899965,1948,400
1901711,1950,400
1903459,1953,400
1905207,1955,400
1906947,1958,400
1908691,1960,400
1910431,1963,400
1912179,1965,400
1913920,1968,400
1915664,1970,400
1917407,1973,400
1919151,1975,400
1920891,1978,400
1922635,1980,400
1924377,1983,400
1926121,1985,400
1927861,1988,400
1929611,1990,400
1931354,1993,400
1933097,1995,400
1934838,1998,400
1936583,2000,400
1938325,2003,400
1940070,2005,400
1941810,2008,400
1943559,2010,400
1945299,2013,400
1947045,2015,400
1948789,2018,400
1950536,2020,400
1952276,2023,400
1954020,2025,400
1955763,2028,400
1957511,2030,400
1959251,2033,400
1960995,2035,400
1962739,2038,400
1964491,2040,400
1966231,2043,400
1967975,2045,400
1969719,2048,400
1971467,2050,400
1973212,2053,400
1974956,2055,400
1976700,2058,400
1978449,2060,400
1980194,2063,400
1981937,2065,400
1983678,2068,400
1985424,2070,400
1987164,2073,400
1988908,2075,400
1990650,2078,400
1992394,2080,400
1994134,2083,400
1995878,2085,400
1997621,2088,400
1999368,2090,400
2001109,2093,800
2002853,2095,800
2004598,2098,800
2006346,2101,800
2008086,2104,800
2009830,2107,800
2011574,2110,800
2013319,2113,800
2015060,2116,800
2016803,2119,800
2018547,2123,800
2020291,2126,800
2022032,2129,800
2023778,2133,800
2025526,2137,800
2027270,2140,800
2029010,2144,800
2030758,2148,800
2032501,2152,800
2034245,2155,800
2035985,2159,800
2037733,2163,800
2039481,2167,800
2041225,2171,800
2042965,2175,800
